zip_code,year,month,subsidy_total_cost,subsidy_total_kw,subsidy_total_paid,subsidy_count
92336,2022.00,Dec,35204.01,6.01,18045.00,2
92374,2022.00,Dec,47102.03,8.10,24300.00,2
92410,2022.00,Dec,25774.49,4.89,14664.00,1
92553,2022.00,Dec,86218.79,14.84,44526.00,4
92683,2022.00,Dec,15581.32,2.88,8643.00,1
93247,2022.00,Dec,21201.14,4.38,13143.00,1
93304,2022.00,Dec,22393.65,4.82,14466.00,1
93305,2022.00,Dec,23674.32,4.67,14019.00,1
93514,2022.00,Dec,17656.88,4.96,14871.00,1
93550,2022.00,Dec,15332.88,2.74,8208.00,1
93635,2022.00,Dec,19515.95,3.50,10515.00,1
93638,2022.00,Dec,31347.15,6.03,18081.00,2
93662,2022.00,Dec,24740.78,4.96,14892.00,1
93728,2022.00,Dec,11571.36,1.99,5976.00,1
94590,2022.00,Dec,20000.04,2.63,7887.00,1
94804,2022.00,Dec,69443.96,10.81,32418.00,3
94806,2022.00,Dec,46746.74,8.76,26286.00,2
95206,2022.00,Dec,49387.32,8.92,26763.00,2
95212,2022.00,Dec,20945.28,4.09,12267.00,1
95330,2022.00,Dec,22253.75,4.86,14565.00,1
95333,2022.00,Dec,42164.61,9.49,28464.00,2
95336,2022.00,Dec,23727.17,4.96,14895.00,1
95551,2022.00,Dec,21509.13,4.76,14271.00,1
92061,2023.00,Jan,23409.38,4.70,14091.00,1
93640,2023.00,Jan,15694.16,3.01,9042.00,1
93722,2023.00,Jan,23022.34,4.82,14469.00,1
93727,2023.00,Jan,15859.87,3.13,9390.00,1
95205,2023.00,Jan,18134.85,2.04,6132.00,1
95206,2023.00,Jan,120202.51,21.86,65586.00,5
95210,2023.00,Jan,12566.75,3.27,9822.00,1
91906,2023.00,Feb,44483.75,9.39,28182.00,2
92080,2023.00,Feb,19901.33,3.87,11595.00,1
92086,2023.00,Feb,36726.74,7.23,21678.00,2
92113,2023.00,Feb,26468.51,4.16,12486.00,1
92404,2023.00,Feb,20355.43,3.70,11097.00,1
93250,2023.00,Feb,22366.37,4.67,14016.00,1
93307,2023.00,Feb,20141.67,4.23,12696.00,1
93313,2023.00,Feb,22558.70,4.82,14466.00,1
93625,2023.00,Feb,23010.96,4.96,14895.00,1
93638,2023.00,Feb,13444.64,2.41,7233.00,1
93727,2023.00,Feb,21261.58,4.52,13563.00,1
93728,2023.00,Feb,18092.32,3.62,10851.00,1
94124,2023.00,Feb,18217.07,3.21,9636.00,1
94509,2023.00,Feb,22232.87,4.67,14019.00,1
94565,2023.00,Feb,21437.32,4.77,14307.00,1
94571,2023.00,Feb,27689.62,4.96,14892.00,1
94804,2023.00,Feb,20253.25,4.09,12267.00,1
95037,2023.00,Feb,20892.47,4.09,12264.00,1
95203,2023.00,Feb,19208.18,3.21,9639.00,1
95206,2023.00,Feb,119794.09,23.62,70875.00,6
95207,2023.00,Feb,22795.88,4.82,14466.00,1
95210,2023.00,Feb,62427.35,12.71,38124.00,3
95212,2023.00,Feb,70537.68,14.46,43386.00,3
95215,2023.00,Feb,17998.95,3.50,10515.00,1
95330,2023.00,Feb,16170.15,4.27,12804.00,1
95334,2023.00,Feb,16936.90,3.21,9639.00,1
95336,2023.00,Feb,21441.89,4.77,14307.00,1
95337,2023.00,Feb,65553.44,14.20,42594.00,3
95361,2023.00,Feb,24409.40,4.75,14265.00,1
95376,2023.00,Feb,41551.17,8.47,25410.00,2
95428,2023.00,Feb,20795.77,4.76,14271.00,1
95965,2023.00,Feb,21240.57,4.92,14763.00,1
90040,2023.00,Mar,17482.66,3.46,10371.00,1
90247,2023.00,Mar,14253.69,2.59,7764.00,1
90255,2023.00,Mar,13856.04,2.41,7233.00,1
90262,2023.00,Mar,19167.51,2.88,8625.00,1
90601,2023.00,Mar,18818.57,3.74,11214.00,1
90650,2023.00,Mar,13192.58,2.11,6330.00,1
91761,2023.00,Mar,22973.29,4.96,14895.00,1
91762,2023.00,Mar,28475.49,4.67,14019.00,1
91764,2023.00,Mar,30006.57,4.96,14892.00,1
91766,2023.00,Mar,24150.13,4.92,14763.00,1
92324,2023.00,Mar,20787.04,3.50,10512.00,1
92376,2023.00,Mar,26833.43,4.96,14895.00,1
92404,2023.00,Mar,91685.42,17.23,51693.00,4
92410,2023.00,Mar,22921.77,4.96,14895.00,1
92411,2023.00,Mar,20496.08,3.80,11391.00,1
92551,2023.00,Mar,26461.00,4.67,14019.00,1
92553,2023.00,Mar,35750.02,4.64,13926.00,2
92880,2023.00,Mar,19839.41,3.80,11391.00,1
93215,2023.00,Mar,38923.18,7.89,23658.00,2
93218,2023.00,Mar,21611.92,4.67,14019.00,1
93257,2023.00,Mar,66825.27,12.85,38553.00,3
93267,2023.00,Mar,21443.50,4.38,13143.00,1
93291,2023.00,Mar,36191.13,7.33,21981.00,2
93292,2023.00,Mar,23100.42,4.96,14895.00,1
93313,2023.00,Mar,22873.60,4.75,14265.00,1
93514,2023.00,Mar,45260.13,9.98,29928.00,3
93622,2023.00,Mar,22851.31,4.75,14265.00,1
93648,2023.00,Mar,17642.42,3.50,10515.00,1
93657,2023.00,Mar,44874.43,9.65,28941.00,2
93728,2023.00,Mar,22925.60,4.52,13563.00,1
94801,2023.00,Mar,12423.95,1.01,3033.00,1
94804,2023.00,Mar,71469.32,8.94,26826.00,2
94806,2023.00,Mar,34166.39,6.08,18249.00,2
95204,2023.00,Mar,17907.65,3.80,11391.00,1
95205,2023.00,Mar,19191.75,3.80,11388.00,1
95206,2023.00,Mar,123811.76,25.72,77157.00,6
95207,2023.00,Mar,21587.24,4.92,14748.00,1
95210,2023.00,Mar,44333.53,9.34,28029.00,2
95212,2023.00,Mar,36288.29,8.82,26445.00,2
95215,2023.00,Mar,46626.77,9.93,29790.00,2
95330,2023.00,Mar,55781.33,11.10,33291.00,3
95333,2023.00,Mar,21117.45,4.44,13314.00,1
95336,2023.00,Mar,24596.04,4.97,14898.00,1
95337,2023.00,Mar,14826.14,2.41,7233.00,1
95428,2023.00,Mar,20965.16,4.76,14271.00,1
95490,2023.00,Mar,14498.92,2.48,7431.00,1
95551,2023.00,Mar,21261.25,4.76,14271.00,1
95966,2023.00,Mar,55959.29,9.69,29067.00,3
95988,2023.00,Mar,13655.90,2.34,7011.00,1
95991,2023.00,Mar,19322.87,3.76,11277.00,1
93620,2023.00,Apr,20063.51,4.12,12363.00,1
93703,2023.00,Apr,23743.24,4.82,14466.00,1
93722,2023.00,Apr,21537.39,4.44,13314.00,1
93723,2023.00,Apr,23161.72,4.96,14895.00,1
93726,2023.00,Apr,20693.56,3.92,11754.00,1
95206,2023.00,Apr,41739.44,9.21,27636.00,2
95210,2023.00,Apr,17695.29,3.76,11277.00,1
95212,2023.00,Apr,38252.01,8.41,25227.00,2
95215,2023.00,Apr,21295.43,4.94,14817.00,1
95330,2023.00,Apr,18239.59,3.21,9636.00,1
95337,2023.00,Apr,16250.04,3.01,9042.00,1
95551,2023.00,Apr,21868.42,4.76,14271.00,1
95966,2023.00,Apr,39753.83,8.32,24954.00,2
95988,2023.00,Apr,22963.27,4.96,14895.00,1
90220,2023.00,May,14025.92,2.00,5988.00,1
90255,2023.00,May,22063.93,3.17,9510.00,1
90640,2023.00,May,21564.87,3.31,9945.00,1
90745,2023.00,May,16266.61,2.38,7134.00,1
90810,2023.00,May,18542.74,3.86,11580.00,1
91340,2023.00,May,17889.52,3.49,10461.00,1
91706,2023.00,May,15889.26,3.01,9042.00,1
91730,2023.00,May,39425.80,7.60,22803.00,2
91732,2023.00,May,16884.94,2.41,7233.00,1
91739,2023.00,May,25239.22,4.67,14016.00,1
91744,2023.00,May,21936.75,3.86,11580.00,1
91745,2023.00,May,22307.64,3.87,11595.00,1
91761,2023.00,May,47026.43,9.05,27162.00,2
91762,2023.00,May,24374.45,4.84,14511.00,1
91764,2023.00,May,13674.94,2.34,7008.00,1
91767,2023.00,May,18819.53,3.57,10704.00,1
91786,2023.00,May,18665.79,3.80,11391.00,1
92225,2023.00,May,23617.05,4.96,14895.00,1
92311,2023.00,May,48102.85,8.76,26286.00,2
92328,2023.00,May,15556.82,3.74,11223.00,1
92376,2023.00,May,39520.45,7.30,21906.00,2
92404,2023.00,May,20852.15,3.21,9636.00,1
92405,2023.00,May,18107.54,3.49,10461.00,1
92407,2023.00,May,25451.35,4.38,13143.00,1
92411,2023.00,May,45781.96,7.01,21027.00,2
92503,2023.00,May,23893.23,4.96,14895.00,1
92509,2023.00,May,21978.88,4.67,14019.00,1
92553,2023.00,May,61186.15,9.64,28914.00,2
92557,2023.00,May,68672.18,13.37,40119.00,3
92570,2023.00,May,25768.77,4.96,14895.00,1
92571,2023.00,May,45206.81,9.05,27156.00,2
92880,2023.00,May,23881.19,4.96,14895.00,1
93221,2023.00,May,24463.89,4.82,14466.00,1
93223,2023.00,May,18114.33,3.62,10851.00,1
93247,2023.00,May,24896.01,4.97,14898.00,1
93257,2023.00,May,67146.62,13.14,39432.00,3
93514,2023.00,May,189870.23,40.33,120978.00,12
93534,2023.00,May,40853.73,8.46,25386.00,2
93535,2023.00,May,21236.38,4.92,14766.00,1
94801,2023.00,May,13032.41,1.44,4314.00,1
94804,2023.00,May,35352.22,5.39,16167.00,2
95206,2023.00,May,44197.43,9.88,29634.00,2
95212,2023.00,May,21967.45,4.94,14817.00,1
95336,2023.00,May,21286.24,4.09,12267.00,1
91906,2023.00,Jun,22574.29,4.70,14091.00,1
91950,2023.00,Jun,24503.39,3.54,10614.00,1
93308,2023.00,Jun,23251.24,4.83,14475.00,1
93630,2023.00,Jun,18089.87,3.62,10851.00,1
93638,2023.00,Jun,18679.76,3.80,11391.00,1
93722,2023.00,Jun,23997.79,4.75,14265.00,1
95205,2023.00,Jun,16799.37,3.76,11277.00,1
95206,2023.00,Jun,66888.19,13.02,39063.00,3
95210,2023.00,Jun,34745.86,7.09,21270.00,2
95212,2023.00,Jun,45914.65,9.80,29406.00,2
95336,2023.00,Jun,21846.72,4.55,13659.00,1
95337,2023.00,Jun,43228.82,9.21,27642.00,2
95376,2023.00,Jun,18345.40,3.57,10701.00,1
95966,2023.00,Jun,23112.39,4.96,14895.00,1
90746,2023.00,Jul,20709.42,4.29,12873.00,1
91761,2023.00,Jul,18773.35,3.49,10461.00,1
91764,2023.00,Jul,20980.32,4.38,13143.00,1
91776,2023.00,Jul,12107.63,1.93,5790.00,1
92020,2023.00,Jul,32805.68,5.85,17562.00,2
92061,2023.00,Jul,19489.82,3.27,9810.00,1
92311,2023.00,Jul,26640.27,4.75,14265.00,1
92316,2023.00,Jul,20510.26,4.12,12363.00,1
92335,2023.00,Jul,22147.15,4.67,14016.00,1
92404,2023.00,Jul,21266.98,4.43,13284.00,1
92551,2023.00,Jul,22571.80,4.75,14265.00,1
92553,2023.00,Jul,29304.10,4.09,12267.00,1
92571,2023.00,Jul,22928.14,4.75,14265.00,1
92683,2023.00,Jul,23248.48,4.84,14511.00,1
93223,2023.00,Jul,34895.41,6.87,20607.00,2
93257,2023.00,Jul,24833.62,4.75,14265.00,1
93263,2023.00,Jul,22130.67,4.67,14022.00,1
93280,2023.00,Jul,40752.12,8.45,25362.00,2
93292,2023.00,Jul,22958.76,4.82,14466.00,1
93301,2023.00,Jul,13058.47,1.99,5976.00,1
93304,2023.00,Jul,17439.22,2.91,8730.00,1
93307,2023.00,Jul,32275.31,6.08,18252.00,2
93308,2023.00,Jul,22621.80,4.75,14265.00,1
93309,2023.00,Jul,39961.31,8.24,24726.00,2
93612,2023.00,Jul,22323.94,4.89,14685.00,1
93646,2023.00,Jul,43630.10,9.19,27579.00,2
93648,2023.00,Jul,35904.08,7.18,21552.00,2
93654,2023.00,Jul,44530.07,9.28,27828.00,2
93657,2023.00,Jul,22099.26,4.82,14466.00,1
93662,2023.00,Jul,66405.54,12.68,38040.00,3
93705,2023.00,Jul,76348.14,16.01,48042.00,4
93706,2023.00,Jul,15016.15,2.28,6852.00,1
93710,2023.00,Jul,22834.16,4.75,14265.00,1
93722,2023.00,Jul,12525.91,2.28,6828.00,1
93723,2023.00,Jul,58907.70,12.05,36138.00,3
93727,2023.00,Jul,22418.65,4.75,14265.00,1
94509,2023.00,Jul,63845.56,12.33,36987.00,3
94806,2023.00,Jul,31916.48,3.49,10461.00,1
95204,2023.00,Jul,20840.54,4.84,14511.00,1
95205,2023.00,Jul,67416.48,14.10,42297.00,3
95206,2023.00,Jul,306406.49,66.18,198540.00,15
95210,2023.00,Jul,128115.86,28.27,84822.00,6
95212,2023.00,Jul,66266.94,14.69,44058.00,3
95215,2023.00,Jul,20668.04,4.84,14511.00,1
95301,2023.00,Jul,23635.66,4.75,14265.00,1
95330,2023.00,Jul,23902.91,4.75,14265.00,1
95336,2023.00,Jul,43274.13,8.91,26736.00,2
95337,2023.00,Jul,41460.63,8.74,26214.00,2
95377,2023.00,Jul,42137.83,8.81,26430.00,2
95928,2023.00,Jul,17985.44,3.92,11754.00,1
92086,2023.00,Aug,24540.48,4.90,14694.00,1
93291,2023.00,Aug,22245.99,4.75,14265.00,1
93304,2023.00,Aug,22395.78,4.89,14685.00,1
93305,2023.00,Aug,42351.47,8.42,25269.00,2
93307,2023.00,Aug,20094.64,4.24,12726.00,1
93309,2023.00,Aug,22191.57,4.84,14511.00,1
93630,2023.00,Aug,13438.91,2.28,6852.00,1
93637,2023.00,Aug,61465.68,12.49,37479.00,3
93662,2023.00,Aug,42905.94,9.46,28389.00,2
93706,2023.00,Aug,101946.78,17.63,52890.00,4
93710,2023.00,Aug,19894.41,4.24,12726.00,1
93725,2023.00,Aug,18527.00,3.83,11496.00,1
93727,2023.00,Aug,21799.67,4.12,12363.00,1
94080,2023.00,Aug,23420.09,4.76,14271.00,1
94509,2023.00,Aug,14181.15,2.34,7011.00,1
94565,2023.00,Aug,40579.83,8.65,25947.00,2
94603,2023.00,Aug,37110.18,7.35,22044.00,2
94801,2023.00,Aug,16343.54,2.04,6132.00,1
94804,2023.00,Aug,126864.95,16.64,49908.00,4
94806,2023.00,Aug,20731.64,4.29,12873.00,1
95116,2023.00,Aug,16445.48,3.13,9393.00,1
95204,2023.00,Aug,19514.72,4.24,12726.00,1
95205,2023.00,Aug,100170.50,22.47,67413.00,5
95206,2023.00,Aug,156277.74,33.79,101370.00,7
95207,2023.00,Aug,19557.37,4.24,12726.00,1
95210,2023.00,Aug,21619.58,4.94,14817.00,1
95212,2023.00,Aug,62075.84,13.42,40272.00,3
95215,2023.00,Aug,21273.76,4.84,14511.00,1
95336,2023.00,Aug,21979.74,4.94,14817.00,1
95337,2023.00,Aug,22842.41,4.89,14685.00,1
95551,2023.00,Aug,19153.43,4.16,12486.00,1
90002,2023.00,Sep,13329.55,2.41,7233.00,1
90220,2023.00,Sep,20743.67,3.27,9810.00,1
90260,2023.00,Sep,15805.51,2.85,8538.00,1
90262,2023.00,Sep,23249.55,4.83,14475.00,1
90650,2023.00,Sep,20531.67,2.97,8922.00,1
90660,2023.00,Sep,20837.96,4.22,12660.00,1
90810,2023.00,Sep,19661.30,4.12,12363.00,1
91733,2023.00,Sep,14290.41,2.57,7719.00,1
91745,2023.00,Sep,20265.43,4.12,12363.00,1
91762,2023.00,Sep,49485.53,8.98,26928.00,2
91764,2023.00,Sep,96542.46,17.31,51939.00,4
91906,2023.00,Sep,73978.45,14.69,44061.00,3
91950,2023.00,Sep,16474.96,2.57,7719.00,1
92082,2023.00,Sep,25203.70,4.76,14271.00,1
92102,2023.00,Sep,36581.73,2.08,6243.00,1
92113,2023.00,Sep,21041.61,4.18,12546.00,1
92311,2023.00,Sep,27423.75,4.96,14895.00,1
92335,2023.00,Sep,23774.26,4.96,14892.00,1
92509,2023.00,Sep,21264.03,3.21,9639.00,1
92551,2023.00,Sep,22400.12,4.67,14019.00,1
92553,2023.00,Sep,46062.41,7.60,22803.00,2
92555,2023.00,Sep,27436.18,4.96,14895.00,1
92570,2023.00,Sep,25347.51,3.80,11391.00,1
92571,2023.00,Sep,22259.74,4.38,13143.00,1
93257,2023.00,Sep,58200.97,11.09,33285.00,3
93291,2023.00,Sep,22549.03,4.75,14265.00,1
93292,2023.00,Sep,39072.61,7.61,22824.00,2
93307,2023.00,Sep,22484.28,4.88,14631.00,1
93618,2023.00,Sep,22110.05,4.84,14511.00,1
93620,2023.00,Sep,19589.80,4.18,12540.00,1
93640,2023.00,Sep,22001.01,4.89,14685.00,1
93654,2023.00,Sep,21438.22,4.57,13704.00,1
93722,2023.00,Sep,44266.06,9.75,29262.00,2
93725,2023.00,Sep,23027.96,4.96,14895.00,1
94124,2023.00,Sep,32176.33,3.80,11412.00,1
94561,2023.00,Sep,27501.40,4.84,14514.00,1
94603,2023.00,Sep,15126.35,2.94,8811.00,1
94804,2023.00,Sep,51633.91,7.51,22530.00,2
95206,2023.00,Sep,41338.92,9.45,28350.00,2
95337,2023.00,Sep,18337.46,3.83,11496.00,1
95341,2023.00,Sep,22342.76,4.75,14265.00,1
95551,2023.00,Sep,21302.80,4.76,14271.00,1
90047,2023.00,Oct,18786.54,3.93,11802.00,1
90220,2023.00,Oct,38187.84,2.85,8559.00,1
90221,2023.00,Oct,209669.97,21.39,64179.00,6
90222,2023.00,Oct,114258.52,11.44,34305.00,4
90255,2023.00,Oct,17360.32,3.22,9651.00,1
90262,2023.00,Oct,40923.16,6.75,20265.00,2
90280,2023.00,Oct,21139.05,3.13,9390.00,1
90501,2023.00,Oct,12167.86,1.99,5976.00,1
90620,2023.00,Oct,21417.02,3.49,10461.00,1
90650,2023.00,Oct,58017.71,10.14,30408.00,3
90746,2023.00,Oct,25681.24,4.53,13584.00,1
91010,2023.00,Oct,21728.20,4.55,13656.00,1
91340,2023.00,Oct,20869.92,3.22,9651.00,1
91710,2023.00,Oct,22702.75,4.75,14265.00,1
91730,2023.00,Oct,22206.53,4.44,13314.00,1
91733,2023.00,Oct,52337.12,9.66,28986.00,2
91744,2023.00,Oct,82221.07,15.07,45213.00,4
91746,2023.00,Oct,63728.42,6.70,20112.00,2
91761,2023.00,Oct,139673.33,20.61,61815.00,5
91762,2023.00,Oct,115801.41,19.16,57480.00,4
91763,2023.00,Oct,27994.07,4.75,14265.00,1
91764,2023.00,Oct,183840.13,34.60,103803.00,8
91786,2023.00,Oct,30310.92,4.75,14265.00,1
91911,2023.00,Oct,17075.66,2.57,7719.00,1
92173,2023.00,Oct,22150.43,4.24,12726.00,1
92311,2023.00,Oct,51644.08,9.19,27579.00,2
92316,2023.00,Oct,25121.99,4.44,13314.00,1
92345,2023.00,Oct,23507.54,4.44,13314.00,1
92346,2023.00,Oct,21126.16,3.50,10515.00,1
92395,2023.00,Oct,25951.81,4.67,14019.00,1
92404,2023.00,Oct,103869.55,18.54,55617.00,4
92405,2023.00,Oct,26488.39,3.80,11412.00,1
92407,2023.00,Oct,25828.20,4.75,14265.00,1
92408,2023.00,Oct,60454.82,8.24,24726.00,2
92410,2023.00,Oct,37021.80,7.37,22095.00,2
92411,2023.00,Oct,16698.58,3.26,9792.00,1
92503,2023.00,Oct,27334.31,4.75,14265.00,1
92514,2023.00,Oct,7524.48,2.24,6720.00,1
92534,2023.00,Oct,26635.89,4.75,14265.00,1
92551,2023.00,Oct,73589.94,13.45,40362.00,3
92553,2023.00,Oct,81186.07,14.08,42234.00,3
92618,2023.00,Oct,20731.72,4.12,12363.00,1
92647,2023.00,Oct,27650.95,4.83,14475.00,1
92703,2023.00,Oct,24215.49,4.18,12543.00,1
92706,2023.00,Oct,21483.29,4.65,13947.00,1
92843,2023.00,Oct,18228.78,3.70,11097.00,1
93030,2023.00,Oct,13324.80,2.25,6756.00,1
93215,2023.00,Oct,54929.20,10.92,32769.00,3
93219,2023.00,Oct,21746.55,4.75,14265.00,1
93221,2023.00,Oct,66657.83,13.83,41496.00,3
93230,2023.00,Oct,44370.93,8.84,26532.00,2
93235,2023.00,Oct,20872.84,4.44,13314.00,1
93247,2023.00,Oct,59559.92,12.28,36843.00,3
93250,2023.00,Oct,40598.28,8.48,25440.00,2
93257,2023.00,Oct,100196.21,19.89,59667.00,5
93274,2023.00,Oct,67778.46,14.47,43425.00,3
93291,2023.00,Oct,107291.97,22.24,66708.00,5
93292,2023.00,Oct,21158.13,4.57,13704.00,1
93313,2023.00,Oct,19660.55,3.49,10461.00,1
93534,2023.00,Oct,20608.95,4.27,12804.00,1
93618,2023.00,Oct,110244.33,23.63,70890.00,5
93637,2023.00,Oct,18526.74,3.83,11496.00,1
93654,2023.00,Oct,43510.87,9.45,28335.00,2
93656,2023.00,Oct,22034.30,4.94,14817.00,1
93703,2023.00,Oct,14581.01,2.79,8361.00,1
93722,2023.00,Oct,23559.32,4.75,14265.00,1
93727,2023.00,Oct,61344.42,13.34,40032.00,3
94124,2023.00,Oct,28578.18,4.65,13947.00,1
94565,2023.00,Oct,21989.34,4.65,13950.00,1
95205,2023.00,Oct,24316.11,4.89,14685.00,1
95206,2023.00,Oct,59193.98,12.88,38643.00,3
95207,2023.00,Oct,21262.33,4.94,14817.00,1
95210,2023.00,Oct,43184.26,9.84,29526.00,2
95337,2023.00,Oct,87283.29,18.01,54039.00,4
95428,2023.00,Oct,22880.60,4.76,14271.00,1
95490,2023.00,Oct,16473.32,3.51,10518.00,1
95605,2023.00,Oct,20402.96,4.57,13707.00,1
95691,2023.00,Oct,42314.94,9.77,29316.00,2
91950,2023.00,Nov,16565.98,2.61,7830.00,1
92082,2023.00,Nov,30677.88,4.76,14271.00,1
93263,2023.00,Nov,24269.61,4.94,14817.00,1
93280,2023.00,Nov,63526.78,13.41,40218.00,3
93307,2023.00,Nov,40538.40,8.71,26127.00,2
93309,2023.00,Nov,21210.63,4.89,14685.00,1
93618,2023.00,Nov,20378.98,4.27,12804.00,1
93625,2023.00,Nov,22215.47,4.88,14631.00,1
93637,2023.00,Nov,22605.93,4.94,14826.00,1
93638,2023.00,Nov,22268.18,4.89,14685.00,1
93640,2023.00,Nov,21610.56,4.57,13704.00,1
93647,2023.00,Nov,24295.69,4.89,14685.00,1
93654,2023.00,Nov,21399.62,4.75,14265.00,1
93702,2023.00,Nov,24224.93,4.89,14685.00,1
93703,2023.00,Nov,22158.95,4.88,14631.00,1
93704,2023.00,Nov,13379.92,2.47,7410.00,1
93705,2023.00,Nov,21083.60,4.53,13587.00,1
93722,2023.00,Nov,20818.57,4.53,13584.00,1
93725,2023.00,Nov,22191.37,4.67,14019.00,1
93726,2023.00,Nov,18314.11,3.92,11748.00,1
94565,2023.00,Nov,82323.75,16.98,50925.00,4
94577,2023.00,Nov,11468.26,1.90,5706.00,1
94590,2023.00,Nov,19860.85,4.24,12726.00,1
94801,2023.00,Nov,26093.58,2.22,6657.00,1
94804,2023.00,Nov,63117.49,6.58,19737.00,2
94806,2023.00,Nov,45384.87,8.46,25389.00,2
95203,2023.00,Nov,21096.61,4.84,14511.00,1
95206,2023.00,Nov,83219.69,18.49,55464.00,4
95215,2023.00,Nov,22079.79,4.18,12540.00,1
95301,2023.00,Nov,21944.07,4.24,12726.00,1
95340,2023.00,Nov,20988.78,4.53,13584.00,1
95341,2023.00,Nov,21905.72,4.94,14817.00,1
95361,2023.00,Nov,22670.32,4.59,13758.00,1
95388,2023.00,Nov,22350.96,4.94,14826.00,1
95428,2023.00,Nov,20455.14,4.46,13380.00,1
93210,2023.00,Dec,21983.91,4.94,14820.00,1
93313,2023.00,Dec,22212.03,4.94,14817.00,1
93620,2023.00,Dec,18076.32,3.54,10614.00,1
93631,2023.00,Dec,15602.36,3.26,9789.00,1
93635,2023.00,Dec,20795.55,4.53,13584.00,1
93636,2023.00,Dec,22375.81,4.75,14265.00,1
93637,2023.00,Dec,22196.29,4.94,14817.00,1
93648,2023.00,Dec,18461.57,3.83,11496.00,1
93662,2023.00,Dec,22173.89,4.94,14817.00,1
93706,2023.00,Dec,12122.26,2.12,6351.00,1
93727,2023.00,Dec,21113.38,4.65,13947.00,1
94063,2023.00,Dec,18953.34,3.58,10728.00,1
94565,2023.00,Dec,21281.60,4.53,13587.00,1
94621,2023.00,Dec,22329.74,2.85,8535.00,1
94804,2023.00,Dec,52935.44,7.51,22530.00,2
95205,2023.00,Dec,20254.75,4.53,13587.00,1
95206,2023.00,Dec,39250.72,8.88,26646.00,2
95210,2023.00,Dec,61512.12,13.45,40341.00,3
95212,2023.00,Dec,57730.45,12.29,36855.00,3
95322,2023.00,Dec,24205.94,4.88,14631.00,1
95376,2023.00,Dec,36547.64,7.35,22038.00,2
95490,2023.00,Dec,21136.67,4.33,13005.00,1
90220,2024.00,Jan,46177.23,9.21,27639.00,2
90221,2024.00,Jan,18896.78,3.93,11802.00,1
90302,2024.00,Jan,17427.05,2.47,7407.00,1
90640,2024.00,Jan,19495.38,2.85,8559.00,1
90813,2024.00,Jan,71944.04,14.66,43986.00,4
91706,2024.00,Jan,67044.67,7.06,21168.00,2
91733,2024.00,Jan,17805.19,1.93,5790.00,1
91744,2024.00,Jan,56444.16,8.06,24183.00,2
91746,2024.00,Jan,43507.53,4.65,13947.00,1
91761,2024.00,Jan,136269.15,22.28,66852.00,5
91762,2024.00,Jan,169025.75,29.48,88443.00,8
91763,2024.00,Jan,46898.56,8.72,26163.00,2
91764,2024.00,Jan,106918.81,18.64,55914.00,4
91768,2024.00,Jan,42021.20,6.87,20604.00,2
91770,2024.00,Jan,21564.98,3.93,11802.00,1
91790,2024.00,Jan,47800.77,4.88,14631.00,1
91911,2024.00,Jan,29422.87,4.65,13947.00,1
91950,2024.00,Jan,32935.29,5.15,15438.00,2
92061,2024.00,Jan,48154.95,8.27,24795.00,2
92102,2024.00,Jan,20438.79,3.59,10767.00,1
92311,2024.00,Jan,22743.70,3.49,10461.00,1
92335,2024.00,Jan,16258.03,2.94,8811.00,1
92395,2024.00,Jan,76441.14,14.73,44187.00,3
92404,2024.00,Jan,71940.80,13.77,41301.00,3
92405,2024.00,Jan,37898.77,6.54,19635.00,2
92407,2024.00,Jan,22683.42,3.88,11643.00,1
92408,2024.00,Jan,22825.11,4.90,14688.00,1
92410,2024.00,Jan,26923.21,4.94,14817.00,1
92509,2024.00,Jan,26068.01,4.94,14817.00,1
92530,2024.00,Jan,15178.25,2.82,8466.00,1
92543,2024.00,Jan,24297.71,4.24,12726.00,1
92551,2024.00,Jan,47450.53,8.99,26964.00,2
92553,2024.00,Jan,62957.14,9.32,27969.00,2
92557,2024.00,Jan,23408.53,4.94,14817.00,1
92570,2024.00,Jan,19987.47,3.80,11412.00,1
92571,2024.00,Jan,66524.30,14.08,42228.00,3
92879,2024.00,Jan,26121.35,4.89,14685.00,1
93215,2024.00,Jan,60795.82,12.29,36864.00,3
93219,2024.00,Jan,22120.50,4.88,14631.00,1
93221,2024.00,Jan,17419.81,3.48,10449.00,1
93230,2024.00,Jan,65268.01,12.65,37950.00,4
93235,2024.00,Jan,39946.61,8.07,24222.00,2
93247,2024.00,Jan,88887.18,18.66,55971.00,4
93257,2024.00,Jan,68609.91,13.32,39963.00,3
93274,2024.00,Jan,85327.03,18.01,54030.00,4
93309,2024.00,Jan,24206.29,4.75,14265.00,1
93514,2024.00,Jan,14335.00,4.49,13476.00,1
93612,2024.00,Jan,18344.47,3.70,11097.00,1
93630,2024.00,Jan,21149.59,4.59,13758.00,1
93638,2024.00,Jan,42768.96,9.59,28764.00,2
93654,2024.00,Jan,22057.61,4.94,14817.00,1
93726,2024.00,Jan,22822.23,4.65,13947.00,1
94303,2024.00,Jan,21860.40,4.65,13950.00,1
94509,2024.00,Jan,22592.36,4.94,14817.00,1
94560,2024.00,Jan,27990.41,4.89,14685.00,1
94565,2024.00,Jan,18965.97,3.70,11097.00,1
94590,2024.00,Jan,18966.32,4.18,12540.00,1
94603,2024.00,Jan,20618.77,4.53,13584.00,1
94607,2024.00,Jan,16329.97,2.94,8811.00,1
